,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,ZIP_CODES,LOG_PRICE,LOG_SQFT,PRICE_CAT,GEO_POINTS,BOROUGH,COMMUNITY_DISTRICT,NEIGHBORHOOD
370,Brokered by Apollo Point Realty LLC,House,600000,5,2.0,2142.103931,392 E 7th St,"Kensington, NY 11218","392 E 7th StKensington, NY 11218",United States,New York,Kings County,Brooklyn,East 7th Street,"392 E 7th St, Brooklyn, NY 11218, USA",40.6422956,-73.972787,11218,5.778151250383644,3.339293966003392,3,POINT (-73.972787 40.6422956),Brooklyn,312,Borough Park
374,Brokered by Keller Williams Rlty Landmark,Multi-family home,950000,12,6.0,2878.2055496470593,18-29 George St,"Ridgewood, NY 11385","18-29 George StRidgewood, NY 11385",United States,New York,Queens County,Queens,George Street,"18-29 George St, Flushing, NY 11385, USA",40.7000145,-73.9010076,11385,5.977723605288848,3.339293966003392,3,POINT (-73.9010076 40.7000145),Queens,405,West Central Queens
375,Brokered by Carollo Real Estate Inc,Multi-family home,1088888,4,2.0,2716.138574666667,15-03 201st St,"Bayside, NY 11360","15-03 201st StBayside, NY 11360",United States,New York,Queens County,Queens,201st Street,"15-03 201st St, Bayside, NY 11360, USA",40.7860789,-73.7928524,11360,6.036983211726918,3.339293966003392,4,POINT (-73.7928524 40.7860789),Queens,407,North Queens
377,Brokered by J Shayovitz Real Estate Corp,Land,650000,3,2.0,2184.207862,2998 Fulton St,"Brooklyn, NY 11208","2998 Fulton StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Fulton Street,"2998 Fulton St, Brooklyn, NY 11208, USA",40.6799197,-73.8839962,11208,5.812913356642856,3.339293966003392,3,POINT (-73.8839962 40.6799197),Brooklyn,305,East New York and New Lots
380,Brokered by Douglas Elliman  -111 Fifth Ave,Multi-family home,995000,5,2.0,2860.333064,544 Madison St,"Brooklyn, NY 11221","544 Madison StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Madison Street,"544 Madison St, Brooklyn, NY 11221, USA",40.6862289,-73.9364224,11221,5.997823080745725,3.339293966003392,3,POINT (-73.9364224 40.6862289),Brooklyn,303,Bushwick and Williamsburg
381,Brokered by Douglas Elliman  -111 Fifth Ave,Multi-family home,995000,5,2.0,2860.333064,544 Madison St,"Brooklyn, NY 11221","544 Madison StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Madison Street,"544 Madison St, Brooklyn, NY 11221, USA",40.6862289,-73.9364224,11221,5.997823080745725,3.339293966003392,3,POINT (-73.9364224 40.6862289),Brooklyn,303,Bushwick and Williamsburg
386,Brokered by Douglas Elliman - 1995 Broadway,Co-op,1649000,2,2.0,1842.446431395349,165 W End Ave Apt 7N,"New York, NY 10023","165 W End Ave Apt 7NNew York, NY 10023",New York,New York County,New York,Manhattan,165,"165 West End Ave #7n, New York, NY 10023, USA",40.777244,-73.9868738,10023,6.217220655644518,3.339293966003392,4,POINT (-73.9868738 40.777244),Manhattan,107,Upper West Side
387,Brokered by EXP Realty,Co-op,365000,2,1.0,1736.563274,83-40 Austin St Unit 3E,"Kew Gardens, NY 11415","83-40 Austin St Unit 3EKew Gardens, NY 11415",New York,Queens County,Queens,Jamaica,83-40,"83-40 Austin St #3e, Jamaica, NY 11415, USA",40.7083799,-73.8290102,11415,5.562292864456475,3.339293966003392,3,POINT (-73.8290102 40.7083799),Queens,409,Southwest Queens
389,Brokered by Keller Williams Legendary,House,635000,3,2.0,2176.5325024285717,118-14 201st Pl,"Saint Albans, NY 11412","118-14 201st PlSaint Albans, NY 11412",United States,New York,Queens County,Queens,201 Place,"118-14 201 Pl, St. Albans, NY 11412, USA",40.6933533,-73.7503369,11412,5.802773725291976,3.339293966003392,3,POINT (-73.75033689999999 40.6933533),Queens,412,Jamaica
392,Brokered by Prereal Prendamano Real Estate,Land,3950000,3,2.0,2184.207862,750 Barclay Ave,"Staten Island, NY 10312","750 Barclay AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Barclay Avenue,"750 Barclay Ave, Staten Island, NY 10312, USA",40.525422,-74.166603,10312,6.596597095626461,3.339293966003392,4,POINT (-74.16660299999999 40.525422),Staten Island,503,South Shore
395,"Brokered by Century 21 Amiable Realty Group II, Inc.",House,2650000,6,6.0,2002.3033694285716,87-07 158th Ave,"Howard Beach, NY 11414","87-07 158th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,158th Avenue,"87-07 158th Ave, Jamaica, NY 11414, USA",40.660323,-73.8455929,11414,6.423245873936808,3.339293966003392,4,POINT (-73.8455929 40.660323),Queens,410,Southwest Queens
396,Brokered by Sowae Corp,House,420000,3,1.0,2184.207862,90-07 107th Ave,"Ozone Park, NY 11417","90-07 107th AveOzone Park, NY 11417",United States,New York,Queens County,Queens,107th Avenue,"90-07 107th Ave, Queens, NY 11417, USA",40.6784764,-73.8476859,11417,5.623249290397901,3.339293966003392,3,POINT (-73.8476859 40.6784764),Queens,410,Southwest Queens
397,Brokered by PAULEMA REALTY GROUP INC,Land,2999950,3,2.0,2184.207862,9115-9119 Bedell Ln,"Canarsie, NY 11236","9115-9119 Bedell LnCanarsie, NY 11236",United States,New York,Kings County,Brooklyn,Bedell Lane,"9115 Bedell Ln, Brooklyn, NY 11236, USA",40.6444117,-73.9100389,11236,6.477114016417978,3.339293966003392,4,POINT (-73.9100389 40.6444117),Brooklyn,318,Canarsie and Flatlands
399,Brokered by Coldwell Banker American Homes,House,549000,3,1.0,2015.8885746666667,122-04 115th Ave,"South Ozone Park, NY 11420","122-04 115th AveSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,115th Avenue,"122-4 115th Ave, South Ozone Park, NY 11420, USA",40.6776809,-73.8166457,11420,5.739572344450092,3.339293966003392,3,POINT (-73.8166457 40.6776809),Queens,410,Southwest Queens
401,Brokered by Countrywide Real Estate Inc,Land,289000,3,2.0,2184.207862,633 Mead St,"Bronx, NY 10460","633 Mead StBronx, NY 10460",United States,New York,Bronx County,The Bronx,Mead Street,"633 Mead St, Bronx, NY 10460, USA",40.842629,-73.8665973,10460,5.460897842756548,3.339293966003392,3,POINT (-73.8665973 40.842629),Bronx,211,Central Bronx
402,Brokered by C&R Real Estate Group NY LLC,Land,790000,3,2.0,2184.207862,1815 College Point Blvd,"College Point, NY 11356","1815 College Point BlvdCollege Point, NY 11356",United States,New York,Queens County,Queens,College Point Boulevard,"1815 College Point Blvd, College Point, NY 11356, USA",40.7827104,-73.8457691,11356,5.897627091290442,3.339293966003392,3,POINT (-73.8457691 40.7827104),Queens,407,North Queens
406,"Brokered by Landair Property Advisors, LLC",Land,6100000,3,2.0,2184.207862,1518 Pitkin Ave,"Brooklyn, NY 11212","1518 Pitkin AveBrooklyn, NY 11212",United States,New York,Kings County,Brooklyn,Pitkin Avenue,"1518 Pitkin Ave, Brooklyn, NY 11212, USA",40.6685186,-73.9175924,11212,6.785329835010767,3.339293966003392,4,POINT (-73.9175924 40.6685186),Brooklyn,316,Central Brooklyn
407,Brokered by NEW PROSPECTIVE REALTY INC,Land,350000,3,2.0,2184.207862,2532 Atlantic Ave,"Brooklyn, NY 11207","2532 Atlantic AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Atlantic Avenue,"2532 Atlantic Ave, Brooklyn, NY 11207, USA",40.6753179,-73.9008593,11207,5.544068044350276,3.339293966003392,3,POINT (-73.90085929999999 40.6753179),Brooklyn,305,East New York and New Lots
408,Brokered by TREBACH REALTY INC,Land,450000,3,2.0,2184.207862,9 Alderbrook Rd,"Bronx, NY 10471","9 Alderbrook RdBronx, NY 10471",United States,New York,Bronx County,The Bronx,Alderbrook Road,"9 Alderbrook Rd, Bronx, NY 10471, USA",40.89582,-73.9110766,10471,5.653212513775344,3.339293966003392,3,POINT (-73.9110766 40.89582),Bronx,208,Kingsbridge and Riverdale
409,Brokered by Lions Guard Brokerage LLC,Land,2999999,3,2.0,2184.207862,153-10 89th Ave,"Jamaica, NY 11432","153-10 89th AveJamaica, NY 11432",United States,New York,Queens County,Queens,89th Avenue,"153-10 89th Ave, Jamaica, NY 11432, USA",40.7051444,-73.8030054,11432,6.477121109954811,3.339293966003392,4,POINT (-73.8030054 40.7051444),Queens,412,Jamaica
410,Brokered by Real Estate Trade Co Inc,Land,2500000,3,2.0,2184.207862,238 Ocean View Ave,"Brooklyn, NY 11235","238 Ocean View AveBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Ocean View Avenue,"238 Ocean View Ave, Brooklyn, NY 11235, USA",40.578639,-73.965449,11235,6.3979400086720375,3.339293966003392,4,POINT (-73.96544900000001 40.578639),Brooklyn,313,Southern Brooklyn
411,Brokered by Real Estate Top Sales Llc,Land,350000,3,2.0,2184.207862,8 Lake Ave,"Brooklyn, NY 11235","8 Lake AveBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Lake Avenue,"8 Lake Ave, Brooklyn, NY 11235, USA",40.5844107,-73.9380366,11235,5.544068044350276,3.339293966003392,3,POINT (-73.9380366 40.5844107),Brooklyn,315,Southern Brooklyn
412,Brokered by Truhomes Realty Group,Land,150000,3,2.0,2184.207862,40 Cedarcliff Rd,"Staten Island, NY 10301","40 Cedarcliff RdStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Cedarcliff Road,"40 Cedarcliff Rd, Staten Island, NY 10301, USA",40.6171535,-74.0890497,10301,5.176091259055681,3.339293966003392,3,POINT (-74.0890497 40.6171535),Staten Island,501,Stapleton and St. George
413,Brokered by ES Realty Eva Shammah LLC,Land,3600000,3,2.0,2184.207862,1348 E 7th St,"Brooklyn, NY 11230","1348 E 7th StBrooklyn, NY 11230",United States,New York,Kings County,Brooklyn,East 7th Street,"1348 E 7th St, Brooklyn, NY 11230, USA",40.6179636,-73.9681702,11230,6.556302500767287,3.339293966003392,4,POINT (-73.9681702 40.6179636),Brooklyn,312,Borough Park
414,Brokered by Truhomes Realty Group,Land,150000,3,2.0,2184.207862,48 Cedarcliff Rd,"Staten Island, NY 10301","48 Cedarcliff RdStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Cedarcliff Road,"48 Cedarcliff Rd, Staten Island, NY 10301, USA",40.6170275,-74.0893192,10301,5.176091259055681,3.339293966003392,3,POINT (-74.08931920000001 40.6170275),Staten Island,501,Stapleton and St. George
416,Brokered by Sovereign Realty Of Ny Inc,Land,199000,3,2.0,2184.207862,164th Dr,"Howard Beach, NY 11414","164th DrHoward Beach, NY 11414",11414,United States,New York,Queens County,Old Howard Beach,"164th Dr, Queens, NY 11414, USA",40.6511537,-73.8284146,11414,5.298853076409706,3.339293966003392,3,POINT (-73.8284146 40.6511537),Queens,410,Southwest Queens
417,Brokered by Oxford Property Group,Land,2000000,3,2.0,2184.207862,2090 Arthur Ave,"Bronx, NY 10457","2090 Arthur AveBronx, NY 10457",United States,New York,Bronx County,The Bronx,Arthur Avenue,"2090 Arthur Ave, Bronx, NY 10457, USA",40.8492324,-73.8914043,10457,6.301029995663981,3.339293966003392,4,POINT (-73.8914043 40.8492324),Bronx,206,Central Bronx
418,"Brokered by Landair Property Advisors, LLC",Land,2200000,3,2.0,2184.207862,75-43 113th St,"Forest Hills, NY 11375","75-43 113th StForest Hills, NY 11375",United States,New York,Queens County,Queens,113th Street,"75-43 113th St, Flushing, NY 11375, USA",40.7185125,-73.834819,11375,6.342422680822207,3.339293966003392,4,POINT (-73.834819 40.7185125),Queens,406,West Central Queens
419,Brokered by Modern Spaces Love Your Place,Land,650000,3,2.0,2184.207862,31-42 41st St,"Long Island City, NY 11103","31-42 41st StLong Island City, NY 11103",United States,New York,Queens County,Queens,41st Street,"31-42 41st St, Long Island City, NY 11103, USA",40.759972,-73.9173868,11103,5.812913356642856,3.339293966003392,3,POINT (-73.9173868 40.759972),Queens,401,Northwest Queens
420,Brokered by Neman Yoska,Land,149000,3,2.0,2184.207862,644 Jefferson Ave,"Staten Island, NY 10306","644 Jefferson AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Jefferson Avenue,"644 Jefferson Ave, Staten Island, NY 10306, USA",40.5742632,-74.086609,10306,5.173186268412274,3.339293966003392,3,POINT (-74.086609 40.5742632),Staten Island,502,South Shore
422,Brokered by 5 Boro Realty Corp,Land,799999,3,2.0,2184.207862,1905 Fulton St,"Bedford Stuyvesant, NY 11233","1905 Fulton StBedford Stuyvesant, NY 11233",United States,New York,Kings County,Brooklyn,Fulton Street,"1905 Fulton St, Brooklyn, NY 11233, USA",40.6789582,-73.9203193,11233,5.903089444123502,3.339293966003392,3,POINT (-73.9203193 40.6789582),Brooklyn,303,Central Brooklyn
423,Brokered by BKNY TROY AVENUE REALTY CORP,House,299000,5,2.0,2109.6710344444446,219 Beach 44 St,"Far Rockaway, NY 11691","219 Beach 44 StFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Beach 44th Street,"219 Beach 44th St, Far Rockaway, NY 11691, USA",40.593404,-73.775651,11691,5.47567118832443,3.339293966003392,3,POINT (-73.775651 40.593404),Queens,414,Rockaways
424,Brokered by Soverign Homes Realty Inc,Land,265000,3,2.0,2184.207862,1698 E New York Ave,"Brooklyn, NY 11212","1698 E New York AveBrooklyn, NY 11212",United States,New York,Kings County,Brooklyn,East New York Avenue,"1698 E New York Ave, Brooklyn, NY 11212, USA",40.6743408,-73.9056237,11212,5.423245873936808,3.339293966003392,3,POINT (-73.90562370000001 40.6743408),Brooklyn,316,Central Brooklyn
425,Brokered by JL Capital Real Estate Corp,Land,795000,3,2.0,2184.207862,1761 Topping Ave,"Bronx, NY 10457","1761 Topping AveBronx, NY 10457",United States,New York,Bronx County,The Bronx,Topping Avenue,"1761 Topping Ave, Bronx, NY 10457, USA",40.8457524,-73.9059682,10457,5.9003671286564705,3.339293966003392,3,POINT (-73.9059682 40.8457524),Bronx,205,Central Bronx
426,Brokered by JL Capital Real Estate Corp,Land,1245000,3,2.0,2184.207862,5437 Fieldston Rd,"Bronx, NY 10471","5437 Fieldston RdBronx, NY 10471",United States,New York,Bronx County,The Bronx,Fieldston Road,"5437 Fieldston Rd, Bronx, NY 10471, USA",40.902657,-73.901871,10471,6.095169351431755,3.339293966003392,4,POINT (-73.901871 40.902657),Bronx,208,Kingsbridge and Riverdale
427,Brokered by Crifasi Real Estate Inc,Land,549000,3,2.0,2184.207862,1385 Dekalb Ave,"Brooklyn, NY 11221","1385 Dekalb AveBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Dekalb Avenue,"1385 Dekalb Ave, Brooklyn, NY 11221, USA",40.699454,-73.924234,11221,5.739572344450092,3.339293966003392,3,POINT (-73.924234 40.699454),Brooklyn,304,Bushwick and Williamsburg
431,Brokered by CENTURY 21 Achievers,Land,299000,3,2.0,2184.207862,621 E 87th St,"Brooklyn, NY 11236","621 E 87th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,East 87th Street,"621 E 87th St, Brooklyn, NY 11236, USA",40.6415965,-73.9105958,11236,5.47567118832443,3.339293966003392,3,POINT (-73.9105958 40.6415965),Brooklyn,318,Canarsie and Flatlands
441,Brokered by GLASHEN REALTY GROUP INC,Others,675000,3,2.0,2184.207862,558 E 34th St,"Brooklyn, NY 11203","558 E 34th StBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,East 34th Street,"558 E 34th St, Brooklyn, NY 11203, USA",40.6428139,-73.9451438,11203,5.829303772831025,3.339293966003392,3,POINT (-73.9451438 40.6428139),Brooklyn,317,Flatbush
443,Brokered by Eden7 Realty Inc,House,759999,4,2.0,2465.4050030909093,91-18 173rd St,"Jamaica, NY 11432","91-18 173rd StJamaica, NY 11432",United States,New York,Queens County,Queens,173rd Street,"91-18 173rd St, Jamaica, NY 11432, USA",40.7083753,-73.787158,11432,5.880813020840308,3.339293966003392,3,POINT (-73.78715800000001 40.7083753),Queens,412,Jamaica
446,"Brokered by Century 21 Amiable Realty Group II, Inc.",Co-op,295000,3,1.0,1805.787536,155-23 79th St Unit 2,"Howard Beach, NY 11414","155-23 79th St Unit 2Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,155- 23,"155- 23 79th St #2, Howard Beach, NY 11414, USA",40.6633466,-73.8542803,11414,5.469822015978163,3.339293966003392,3,POINT (-73.8542803 40.6633466),Queens,410,Southwest Queens
456,Brokered by RE/MAX Team,Multi-family home,950000,6,2.0,2970.9420901538465,31-15 102 St,"Corona, NY 11368","31-15 102 StCorona, NY 11368",United States,New York,Queens County,Queens,102nd Street,"31-15 102nd St, East Elmhurst, NY 11369, USA",40.7608129,-73.8669195,11368,5.977723605288848,3.339293966003392,3,POINT (-73.86691949999999 40.7608129),Queens,403,West Queens
457,Brokered by Corcoran Westside Columbus,Townhouse,11000000,5,2.0,2184.207862,137 Beach 140th St,"Queens, NY 11694","137 Beach 140th StQueens, NY 11694",United States,New York,Queens County,Queens,B 140 Street,"137 B 140 St, Rockaway Park, NY 11694, USA",40.5704687,-73.8558742,11694,7.041392685158225,3.339293966003392,5,POINT (-73.8558742 40.5704687),Queens,414,Rockaways
458,Brokered by Ashford Homes,Land,348000,3,2.0,2184.207862,952 Olympia Blvd,"Staten Island, NY 10306","952 Olympia BlvdStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Olympia Boulevard,"952 Olympia Blvd, Staten Island, NY 10306, USA",40.575138,-74.090531,10306,5.541579243946581,3.339293966003392,3,POINT (-74.090531 40.575138),Staten Island,502,South Shore
462,Brokered by Corcoran Chelsea/Flatiron,Others,13500000,5,7.0,1967.3662896,112 Waverly Pl,"New York, NY 10011","112 Waverly PlNew York, NY 10011",United States,New York,New York County,New York,Waverly Place,"112 Waverly Pl, New York, NY 10011, USA",40.7323524,-73.9993358,10011,7.1303337684950066,3.339293966003392,5,POINT (-73.9993358 40.7323524),Manhattan,102,Chelsea and Clinton
465,Brokered by Stuyvesant Heights Realty Corp,Multi-family home,825000,12,6.0,2078.5868212727273,344 Ashford St,"Brooklyn, NY 11207","344 Ashford StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Ashford Street,"344 Ashford St, Brooklyn, NY 11230, USA",40.6739463,-73.885344,11207,5.9164539485499255,3.339293966003392,3,POINT (-73.885344 40.6739463),Brooklyn,305,East New York and New Lots
468,Brokered by Keller Williams Realty Liberty,Co-op,259500,2,1.0,1736.563274,123-35 82nd Rd Unit 5H,"Kew Gardens, NY 11415","123-35 82nd Rd Unit 5HKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,123-35,"123-35 82nd Rd #5h, Kew Gardens, NY 11415, USA",40.7121373,-73.8277084,11415,5.414137362184476,3.339293966003392,3,POINT (-73.82770840000001 40.7121373),Queens,409,Southwest Queens
476,Brokered by Real Broker NY LLC,Multi-family home,1150000,5,3.0,2632.6558965000004,162-14 97th St,"Howard Beach, NY 11414","162-14 97th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,97th Street,"162-14 97th St, Howard Beach, NY 11414, USA",40.6542535,-73.8350556,11414,6.060697840353612,3.339293966003392,4,POINT (-73.8350556 40.6542535),Queens,410,Southwest Queens
481,Brokered by TREBACH REALTY INC,Land,1395000,3,2.0,2184.207862,5239 Independence Ave,"Bronx, NY 10471","5239 Independence AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Independence Avenue,"5239 Independence Ave, Bronx, NY 10471, USA",40.9007702,-73.9110778,10471,6.144574207609616,3.339293966003392,4,POINT (-73.9110778 40.9007702),Bronx,208,Kingsbridge and Riverdale
483,Brokered by Voro Llc,House,1675000,4,5.0,2465.4050030909093,85-33 Radnor St,"Jamaica, NY 11432","85-33 Radnor StJamaica, NY 11432",United States,New York,Queens County,Queens,Radnor Street,"85-33 Radnor St, Jamaica, NY 11432, USA",40.7169141,-73.7831551,11432,6.224014811372864,3.339293966003392,4,POINT (-73.7831551 40.7169141),Queens,408,Jamaica
485,Brokered by COMPASS,Co-op,449500,1,1.0,2689.840381294118,180 Thompson St Apt Ld,"Manhattan, NY 10012","180 Thompson St Apt LdManhattan, NY 10012",United States,New York,New York County,New York,Thompson Street,"180 Thompson St, New York, NY 10012, USA",40.7278952,-73.9998294,10012,5.6527296960692475,3.339293966003392,3,POINT (-73.9998294 40.7278952),Manhattan,102,Greenwich Village and Soho
490,Brokered by EXP Realty - HAUPPAUGE,House,625000,3,2.0,2184.207862,132-11 Centreville St,"Ozone Park, NY 11417","132-11 Centreville StOzone Park, NY 11417",United States,New York,Queens County,Queens,Centerville Street,"132-11 Centerville St, Ozone Park, NY 11417, USA",40.6765364,-73.8351774,11417,5.795880017344075,3.339293966003392,3,POINT (-73.83517740000001 40.6765364),Queens,410,Southwest Queens
491,Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op,275000,3,1.0,2100.627026777778,419 E 87th St Apt 3A,"New York, NY 10128","419 E 87th St Apt 3ANew York, NY 10128",New York,New York County,New York,Manhattan,419,"419 E 87th St #3a, New York, NY 10128, USA",40.7772579,-73.9476695,10128,5.439332693830263,3.339293966003392,3,POINT (-73.9476695 40.7772579),Manhattan,108,Upper East Side
501,Brokered by Akcess24homes Inc,Multi-family home,849000,6,5.0,2215.7870758,137-06 132nd Ave,"South Ozone Park, NY 11436","137-06 132nd AveSouth Ozone Park, NY 11436",United States,New York,Queens County,Queens,132nd Avenue,"137-06 132nd Ave, Jamaica, NY 11436, USA",40.669692,-73.8003434,11436,5.928907690243952,3.339293966003392,3,POINT (-73.8003434 40.669692),Queens,412,Jamaica
502,Brokered by COMPASS,Co-op,235000,3,1.0,1713.853931,133 Beach 120th St Apt 2E,"Queens, NY 11694","133 Beach 120th St Apt 2EQueens, NY 11694",New York,Queens County,Queens,Rockaway Park,133,"133 Beach 120th St #2e, Rockaway Park, NY 11694, USA",40.576751,-73.8398387,11694,5.371067862271736,3.339293966003392,3,POINT (-73.8398387 40.576751),Queens,414,Rockaways
503,Brokered by Coldwell Banker American Homes,House,399999,2,1.0,1755.6831448,320C Beach 101st St,"Rockaway Park, NY 11694","320C Beach 101st StRockaway Park, NY 11694",United States,New York,Queens County,Queens,Beach 101st Street,"320 Beach 101st St, Rockaway Park, NY 11694, USA",40.5853532,-73.8227113,11694,5.6020589055904,3.339293966003392,3,POINT (-73.82271129999999 40.5853532),Queens,414,Rockaways
505,Brokered by Realty Executives Powerhouse,Condo,485000,3,2.0,2184.207862,901 E 106th St Unit 1A,"Brooklyn, NY 11236","901 E 106th St Unit 1ABrooklyn, NY 11236",New York,Kings County,Brooklyn,Canarsie,901,"901 E 106th St #1a, Brooklyn, NY 11236, USA",40.6479766,-73.8936697,11236,5.685741738602264,3.339293966003392,3,POINT (-73.8936697 40.6479766),Brooklyn,318,Canarsie and Flatlands
510,Brokered by Corcoran SoHo,Co-op,565000,1,1.0,1646.3330640000001,78 8th Ave Apt 2K,"Brooklyn, NY 11215","78 8th Ave Apt 2KBrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,78,"78 8th Ave #2k, Brooklyn, NY 11215, USA",40.6733809,-73.9732475,11215,5.752048447819439,3.339293966003392,3,POINT (-73.9732475 40.6733809),Brooklyn,306,Northwest Brooklyn
511,Brokered by B Square Realty,Multi-family home,849000,4,3.0,2219.7247172,65 Grant Ave,"Brooklyn, NY 11208","65 Grant AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Grant Avenue,"65 Grant Ave, Brooklyn, NY 11208, USA",40.6895034,-73.8684501,11208,5.928907690243952,3.339293966003392,3,POINT (-73.8684501 40.6895034),Brooklyn,305,East New York and New Lots
512,Brokered by Exit Alliance Realty,Co-op,199000,2,1.0,1705.7877360869566,8900 170th St Apt 7D,"Jamaica, NY 11432","8900 170th St Apt 7DJamaica, NY 11432",New York,Queens County,Queens,Jamaica,89-00,"89-00 170th St #7e, Jamaica, NY 11432, USA",40.7092156,-73.7912209,11432,5.298853076409706,3.339293966003392,3,POINT (-73.7912209 40.7092156),Queens,412,Jamaica
514,Brokered by B Square Realty,House,899000,4,2.0,2095.8247172,36-34 Clearview Expy,"Bayside, NY 11361","36-34 Clearview ExpyBayside, NY 11361",United States,New York,Queens County,Queens,Clearview Expressway,"36-34 Clearview Expy, Bayside, NY 11361, USA",40.7646585,-73.780903,11361,5.953759691733229,3.339293966003392,3,POINT (-73.780903 40.7646585),Queens,411,Northeast Queens
525,Brokered by Coldwell Banker Reliable Real Estate,Multi-family home,1250000,7,4.0,3885.862143230769,346 50th St,"Brooklyn, NY 11220","346 50th StBrooklyn, NY 11220",United States,New York,Kings County,Brooklyn,50th Street,"346 50th St, Brooklyn, NY 11220, USA",40.6468782,-74.0136737,11220,6.096910013008056,3.339293966003392,4,POINT (-74.0136737 40.6468782),Brooklyn,307,Sunset Park
527,Brokered by Brownstone Real Estate LLC - Carroll Gardens,Multi-family home,1488000,6,2.0,3167.1725517142854,7302 11th Ave,"Brooklyn, NY 11228","7302 11th AveBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,11th Avenue,"7302 11th Ave, Brooklyn, NY 11228, USA",40.624169,-74.010925,11228,6.17260293120986,3.339293966003392,4,POINT (-74.010925 40.624169),Brooklyn,310,Southwest Brooklyn
528,Brokered by Douglas Elliman - East Setauket,Land,285000,3,2.0,2184.207862,12 Point Breeze Ave,"Far Rockaway, NY 11697","12 Point Breeze AveFar Rockaway, NY 11697",United States,New York,Queens County,Queens,Point Breeze Avenue,"12 Point Breeze Ave, Breezy Point, NY 11697, USA",40.5607533,-73.9207539,11697,5.45484486000851,3.339293966003392,3,POINT (-73.92075389999999 40.5607533),Queens,414,Rockaways
529,Brokered by Sell Your Home NY Inc,Multi-family home,699000,3,3.0,2088.7199014285716,114-48 127th St,"South Ozone Park, NY 11420","114-48 127th StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,127th Street,"11448 127th St, Jamaica, NY 11420, USA",40.6793322,-73.8130504,11420,5.8444771757456815,3.339293966003392,3,POINT (-73.81305039999999 40.6793322),Queens,410,Southwest Queens
533,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Others,309000,3,2.0,2063.9247172000005,151-40 88 St Unit 5J,"Howard Beach, NY 11414","151-40 88 St Unit 5JHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,151-40,"151-40 88th St #5j, Howard Beach, NY 11414, USA",40.6674344,-73.8479327,11414,5.489958479424835,3.339293966003392,3,POINT (-73.8479327 40.6674344),Queens,410,Southwest Queens
535,Brokered by Landmark International R E Llc,House,999000,4,2.0,2099.5770442857142,65-07 181st St,"Fresh Meadows, NY 11365","65-07 181st StFresh Meadows, NY 11365",United States,New York,Queens County,Queens,181st Street,"65-07 181st St, Flushing, NY 11365, USA",40.7365353,-73.7913358,11365,5.999565488225982,3.339293966003392,3,POINT (-73.7913358 40.7365353),Queens,408,Central Queens
537,Brokered by Apple Realty Group Corp,Co-op,278500,2,1.0,1757.5433365714289,65-38 Booth St Unit 6E,"Rego Park, NY 11374","65-38 Booth St Unit 6ERego Park, NY 11374",New York,Queens County,Queens,Rego Park,65-38,"65-38 Booth St #6e, Rego Park, NY 11374, USA",40.7267837,-73.8587799,11374,5.444825199509748,3.339293966003392,3,POINT (-73.8587799 40.7267837),Queens,406,West Central Queens
538,Brokered by COMPASS,Co-op,738000,3,2.0,1943.7119133488372,303 E 57th St Apt 39A,"Manhattan, NY 10022","303 E 57th St Apt 39AManhattan, NY 10022",New York,New York County,New York,Manhattan,303,"303 E 57th St #39a, New York, NY 10022, USA",40.7595774,-73.964779,10022,5.868056361823042,3.339293966003392,3,POINT (-73.96477899999999 40.7595774),Manhattan,106,Gramercy Park and Murray Hill
